Year_Code,Country_Name,Country_Code,Adults_15_living_HIV,Adults_Children_0_14_15_living_HIV,AIDS_estimated_deaths_UNAIDS,Adults_children_0_14_15_newly_infected_HIV,Adults_15_newly_infected_HIV,Children_0_14_living_with_HIV,Children_orphaned_by_HIV_AIDS,Children_0_14_newly_infected_HIV,Incidence_tuberculosis_per_100000,Labor_force_total,Mortality_traffic_injury_100K,Population_female,Population_male,Population_total,Malaria_cases_reported,Suicide_mortality_per_100K,Tuberculosis_death_per_100K,Tuberculosis_case_detection,Tuberculosis_treatment_success_NewCases
YR2015,Kuwait,KWT,500,500,100,100,100,,,,22,2153388,17.7,1674811,2260983,3935794,,4,0.14,87,
YR2015,Kyrgyz Republic,KGZ,7900,8000,500,1000,1000,200,1900,100,144,2580974,20.1,3003502,2953398,5956900,0,7.4,12,82,
YR2015,Lao PDR,LAO,11000,11000,500,1000,1000,1000,2800,200,182,3418453,15,3342381,3321586,6663967,36056,12.3,49,37,
YR2015,Latvia,LVA,6500,6500,500,500,500,100,1800,100,41,1013211,9.9,1069908,907619,1977527,,21.7,3.2,87,
YR2015,Lebanon,LBN,2100,2200,100,200,200,,,,13,2091428,19.3,2912197,2939282,5851479,,3.1,1,87,
YR2015,Lesotho,LSO,310000,320000,10000,22000,20000,,,,788,929467,26.1,1119924,1054721,2174645,,10.4,55,45,
YR2015,Liberia,LBR,39000,43000,2900,3000,2600,4500,48000,500,308,1579632,35.1,2231332,2268289,4499621,931086,6.3,70,42,
YR2015,Libya,LBY,,,,,,,,,40,2369067,25.3,3086644,3148311,6234955,,5.5,11,39,
YR2015,Liechtenstein,LIE,,,,,,,,,,,,,,37403,,,,,
YR2015,Lithuania,LTU,2800,2800,100,500,500,,,,56,1466859,13,1567186,1337724,2904910,,32.7,7.9,87,
YR2015,Low income,LIC,,,,,,,,,232,273986856,28.4561573,322888517,318970091,641858608,,8.05096063,36,56,
YR2015,Luxembourg,LUX,,,100,200,200,,,100,6.1,281740,7.7,283726,285878,569604,,11.1,0.16,87,
YR2015,"Macao SAR, China",MAC,,,,,,,,,72,374180,,312689,288253,600942,,,5.9,87,
YR2015,"Macedonia, FYR",MKD,500,500,100,100,100,,,,13,966146,8.1,1039799,1039509,2079308,,8,0.41,100,
YR2015,Madagascar,MDG,27000,28000,1600,3900,3500,1900,20000,500,236,12224655,31.4,12152293,12081795,24234088,744103,4.6,49,52,
YR2015,Malawi,MWI,900000,1000000,26000,39000,33000,120000,720000,5600,193,7877632,34.2,8871474,8702133,17573607,3661238,5.5,13,47,
YR2015,Malaysia,MYS,99000,99000,7800,5800,5800,500,80000,100,89,14595158,22.3,14846230,15876925,30723155,1875,5.8,7.9,87,
YR2015,Maldives,MDV,,,,,,,,,53,212974,3.3,177726,231437,409163,,8.6,5.4,80,
YR2015,Mali,MLI,97000,110000,6400,6100,4500,14000,88000,1600,57,6018471,25.3,8732264,8735641,17467905,2295611,5.7,9.4,60,
YR2015,Malta,MLT,500,500,100,,,,,,8.8,193348,5.5,215238,216636,431874,,6,0.24,87,
YR2015,Marshall Islands,MHL,,,,,,,,,344,,,,,52994,,,44,76,
YR2015,Mauritania,MRT,11000,12000,1000,,,1000,13000,100,107,1180019,24.2,2076146,2106195,4182341,22631,5.9,21,54,
YR2015,Mauritius,MUS,,,,,,,,,22,616160,12.9,637251,625354,1262605,,9.3,1.5,46,
YR2015,Mexico,MEX,210000,210000,4800,12000,12000,2500,60000,200,21,56778448,11.8,63213533,62677416,125890949,517,5,2.1,81,
YR2015,Middle East & North Africa,MEA,,,,,,,,,34,147199753,20.24250392,207235452,221726272,428961724,,3.744133422,3,73,
YR2015,Moldova,MDA,14000,15000,500,1500,1500,200,2200,100,152,1258474,10.7,1846618,1707490,3554108,,14.8,7.7,58,
YR2015,Monaco,MCO,,,,,,,,,0,,,,,38307,,,0,,
YR2015,Mongolia,MNG,500,500,100,100,100,,,,428,1325443,20.8,1502931,1473946,2976877,,28.3,22,37,
YR2015,Montenegro,MNE,500,500,100,100,100,,,,21,247962,10.3,315298,306861,622159,,11,0.41,62,
YR2015,Morocco,MAR,21000,22000,1000,1100,1100,500,5600,100,107,12388553,18.6,17582911,17220411,34803322,0,4.8,9.4,83,
YR2015,Mozambique,MOZ,1600000,1800000,70000,95000,80000,210000,1200000,14000,551,12138737,33.1,14350342,13660349,28010691,7718782,8.4,74,38,
YR2015,Myanmar,MMR,220000,230000,8900,12000,11000,9500,130000,1000,365,29477412,19.5,26810520,25593149,52403669,77842,4.3,49,70,
YR2015,Namibia,NAM,210000,230000,4300,10000,9400,16000,67000,1000,489,906584,23.6,1246824,1178737,2425561,12050,7.6,32,80,
YR2015,Nauru,NRU,,,,,,,,,113,,,,,12475,,,9.2,87,
YR2015,Nepal,NPL,32000,33000,1900,1100,1100,1200,28000,100,156,16043164,17.3,14752909,13903373,28656282,647,6,20,75,
YR2015,Netherlands,NLD,23000,23000,500,500,500,100,1100,100,5.8,8996356,3.6,8518825,8421098,16939923,,11.9,0.2,87,
YR2015,New Caledonia,NCL,,,,,,,,,24,118560,,135206,137794,273000,,,2,87,
YR2015,New Zealand,NZL,,,,,,,,,7.4,2485378,6.1,2335996,2259704,4595700,,12.6,0.22,87,
YR2015,Nicaragua,NIC,8700,8900,500,500,500,200,6400,100,51,2733672,14.9,3084062,2997973,6082035,2279,9.5,2.5,80,
YR2015,Niger,NER,43000,49000,3400,2000,1300,6200,77000,1000,95,6409254,28.4,9929262,9967703,19896965,2272000,4.1,19,55,
YR2015,Nigeria,NGA,2900000,3200000,160000,220000,180000,270000,2700000,37000,322,57011781,20.6,89413014,91768730,181181744,6850782,9.9,99,15,
YR2015,North America,NAC,,,,,,,,,3.4,180786442,10.29756006,180215639,176529589,356810463,,14.09902403,0.19,87,
YR2015,Norway,NOR,,,,,,,,,6.3,2761180,3.3,2576388,2612219,5188607,,10.9,0.21,87,
YR2015,Oman,OMN,,,,,,,,,8.4,2260183,25,1476654,2723156,4199810,0,5.6,0.52,87,
YR2015,Pakistan,PAK,120000,120000,4800,18000,17000,2900,21000,1000,270,66339559,14.3,92094180,97286333,189380513,202013,2.1,23,63,
YR2015,Palau,PLW,,,,,,,,,76,,,,,21288,,,6.2,87,
YR2015,Panama,PAN,20000,20000,1000,1300,1300,,,,50,1873656,10.7,1979028,1990221,3969249,562,5.5,6.1,80,
YR2015,Papua New Guinea,PNG,41000,44000,1200,2800,2400,3400,15000,500,432,3530537,16.9,3891001,4028824,7919825,297787,10.3,40,80,
YR2015,Paraguay,PRY,18000,18000,1000,1300,1300,500,6200,100,41,3315876,23.4,3269996,3369123,6639119,0,10.2,4,87,
YR2015,Peru,PER,69000,70000,2100,,,1400,34000,100,119,16761634,13.3,15703562,15673109,31376671,66609,5.8,6.2,80,
YR2015,Philippines,PHL,46000,47000,500,9400,9300,500,1600,100,322,44572733,10.7,50478479,51237880,101716359,5122,3.4,13,85,
YR2015,Poland,POL,,,,,,,,,19,18382368,9.4,19637331,18349081,37986412,,22.3,1.4,87,
YR2015,Portugal,PRT,,,,,,,,,23,5208715,7.7,5450718,4907358,10358076,,13.6,2.1,87,
YR2015,Puerto Rico,PRI,,,,,,,,,1.6,1196949,8.2,1803868,1669313,3473181,,9,0.27,87,
YR2015,Qatar,QAT,100,100,100,100,100,,,,34,1809178,12.8,610372,1871167,2481539,,6.4,0.32,,
YR2015,Romania,ROU,16000,16000,200,1000,1000,100,1000,100,84,9365648,8.9,10211906,9603575,19815481,,11.7,5.5,87,
YR2015,Russian Federation,RUS,,,,,,,,,80,76076622,17.4,77152257,66944613,144096870,0,20.1,11,87,
YR2015,Rwanda,RWA,200000,220000,3400,7700,7000,17000,91000,1000,56,5846011,32.9,5928320,5701233,11629553,2505794,8.5,3.8,84,
YR2015,Samoa,WSM,,,,,,,,,11,49947,15.5,93807,99952,193759,,5.7,0.93,87,
YR2015,San Marino,SMR,,,,,,,,,2.5,,,,,32960,,,0,,
YR2015,Sao Tome and Principe,STP,,,,,,,,,97,66937,33.1,98190,97363,195553,2058,2,3.6,96,
YR2015,Saudi Arabia,SAU,7800,8000,500,500,500,500,1500,100,12,12788901,27.5,13664443,17892701,31557144,83,3.4,2.1,87,
YR2015,Senegal,SEN,37000,42000,2000,1200,1000,4900,27000,500,139,4866419,28,7626015,7350979,14976994,492253,6.1,23,63,
YR2015,Serbia,SRB,2500,2500,100,200,200,,,,21,3042232,7.4,3627734,3467649,7095383,,17,1.2,88,
YR2015,Seychelles,SYC,,,,,,,,,9.5,,7.9,47125,46294,93419,,9.3,0,87,
YR2015,Sierra Leone,SLE,61000,66000,2900,,,4500,25000,500,307,2767219,28.5,3655457,3581568,7237025,1483376,15.3,51,60,
YR2015,Singapore,SGP,,,,,,,,,44,3140830,3.7,2801234,2733768,5535002,,9.9,1.2,87,
YR2015,Slovak Republic,SVK,1000,1000,100,100,100,,,,6.5,2734947,8.2,2787675,2636126,5423801,,12.5,0.59,87,
YR2015,Slovenia,SVN,1000,1000,100,100,100,,,,7.2,1011750,6.5,1039786,1023745,2063531,,21.4,0.75,87,
YR2015,Small states,SST,,,,,,,,,,17471614,17.28078891,18573198,20106621,38937987,,9.277761119,,,
YR2015,Solomon Islands,SLB,,,,,,,,,89,239204,18.3,288855,298627,587482,23998,7.9,9.8,80,
YR2015,Somalia,SOM,22000,24000,1800,1800,1500,2500,26000,500,274,4024982,26.9,6979086,6929043,13908129,20953,5.4,65,47,
YR2015,South Africa,ZAF,6600000,6900000,110000,290000,280000,340000,1800000,17000,834,20611997,21.3,27999778,27012199,55011976.68,555,10.7,46,63,
YR2015,South Asia,SAS,,,,,,,,,220,673459788,19.43926291,844954008,899236696,1744190704,,13.1561135,35,59,
YR2015,South Sudan,SSD,180000,200000,14000,16000,14000,18000,150000,2000,146,,29.3,5932062,5950074,11882136,,6.4,28,54,
YR2015,Spain,ESP,140000,140000,,4000,4000,100,6900,100,12,23076083,3.6,23654934,22792763,46447697,,8.5,0.57,73,
YR2015,Sri Lanka,LKA,3500,3600,100,1000,1000,,,,65,8187803,17.2,10865778,10100222,20966000,0,35.3,5.6,69,
YR2015,St. Kitts and Nevis,KNA,,,,,,,,,5.1,,,,,54288,,,2.5,,
YR2015,St. Lucia,LCA,,,,,,,,,8.8,98955,18.8,90394,86812,177206,,6.8,0.74,86,
YR2015,St. Martin (French part),MAF,,,,,,,,,,,,,,31754,,,,,
YR2015,St. Vincent and the Grenadines,VCT,,,,,,,,,7.4,55206,14.7,54232,55223,109455,,2.7,1.5,87,
YR2015,Sudan,SDN,51000,54000,2900,5000,4400,2800,24000,1000,88,10880603,24.6,19342803,19305000,38647803,586827,10.2,18,53,
YR2015,Swaziland,SWZ,200000,210000,3900,9800,9000,16000,76000,1000,565,426325,24.9,679882,639129,1319011,157,14.7,31,59,
YR2015,Sweden,SWE,11000,11000,100,1000,1000,100,1200,100,9.2,5229568,2.9,4901375,4897811,9799186,,15.4,0.28,87,
YR2015,Switzerland,CHE,,,,,,,,,7.4,4846563,3.6,4183804,4098592,8282396,,15.1,0.2,87,
YR2015,Syrian Arab Republic,SYR,,,,,,,,,20,4832291,19.7,9258761,9476226,18734987,,2.7,0.11,80,
YR2015,Tajikistan,TJK,13000,13000,1000,1200,1200,500,5900,100,87,3798968,17.6,4251302,4297349,8548651,0,4,2.6,80,
YR2015,Tanzania,TZA,1200000,1400000,36000,58000,48000,120000,1100000,9600,306,23204795,33.4,27253077,26626880,53879957,413790,7,56,37,
YR2015,Thailand,THA,450000,460000,16000,7300,7300,4900,200000,100,172,40181919,31.7,35132152,33525448,68657600,8022,16,12,53,
YR2015,Timor-Leste,TLS,,,,,,,,,498,287088,17.6,610775,630202,1240977,80,7.1,100,57,
YR2015,Togo,TGO,89000,100000,5600,4100,3300,13000,95000,1000,52,3476830,31.9,3721086,3695716,7416802,1113927,9.5,6.4,69,
YR2015,Tonga,TON,,,,,,,,,15,42568,6,53032,53332,106364,,3.5,1.2,87,
YR2015,Trinidad and Tobago,TTO,11000,11000,500,500,500,100,2300,100,17,677327,13.5,689006,671086,1360092,,14.5,1.5,87,
YR2015,Tunisia,TUN,2700,2700,100,500,500,,,,37,4101074,23,5703301,5570360,11273661,,5.5,2.1,80,
YR2015,Turkey,TUR,,,,,,,,,18,29288303,8.8,39768383,38503089,78271472,0,8.7,0.94,87,
YR2015,Turkmenistan,TKM,,,,,,,,,70,2398305,17.4,2825213,2740071,5565284,,10,8.5,,
YR2015,Turks and Caicos Islands,TCA,,,,,,,,,6.7,,,,,34339,,,0,87,
YR2015,Tuvalu,TUV,,,,,,,,,232,,,,,11001,,,19,87,
YR2015,Uganda,UGA,1200000,1400000,31000,54000,50000,150000,1100000,4500,202,17659881,27.3,20182783,19962087,40144870,7137662,7.1,14,53,
YR2015,Ukraine,UKR,230000,230000,6700,17000,16000,3900,43000,500,91,22656005,9.7,24287707,20866322,45154029,,20.1,11,74,
YR2015,United Arab Emirates,ARE,,,,,,,,,1.6,6318844,9.8,2459582,6694720,9154302,,2.9,0.47,44,
YR2015,United Kingdom,GBR,,,,,,,,,10,33645829,2.9,33029518,32099343,65128861,,8.5,0.46,89,
YR2015,United States,USA,,,,,,,,,3.2,161039281,10.8,162149165,158747453,320896618,,14.3,0.18,87,
YR2015,Upper middle income,UMC,,,,,,,,,81,1348529691,19.41294956,1269072749,1291133908,2560411826,,9.709519666,4.8,78,
YR2015,Uruguay,URY,12000,12000,500,,,100,3500,100,30,1762231,17.4,1775153,1656399,3431552,,17,2,87,
YR2015,Uzbekistan,UZB,,,,,,,,,79,13920014,10.2,15704387,15594513,31298900,0,9.3,8.8,69,
YR2015,Vanuatu,VUT,,,,,,,,,63,119320,15.2,130596,134007,264603,423,5.8,6.4,82,
YR2015,"Venezuela, RB",VEN,110000,120000,3300,6600,6300,2600,21000,500,29,14479273,41.7,15643911,15511223,31155134,136402,3,2.3,80,
YR2015,Vietnam,VNM,240000,250000,8600,12000,12000,5800,87000,500,137,55258600,24,46347918,45365382,91713300,9331,7.4,17,79,
YR2015,West Bank and Gaza,PSE,,,,,,,,,1.1,1157021,5.4,2179424,2242719,4422143,,1.8,0.04,80,
YR2015,World,WLD,33800000,36100000,1100000,1900000,1700000,2200000,17300000,170000,142,3405843478,18.26106982,3643934507,3708479158,7355220412,,10.72427425,19,59,
YR2015,"Yemen, Rep.",YEM,8800,9200,500,1000,1000,500,4200,100,48,7926031,22.8,13315678,13600529,26916207,68982,8.2,5.9,60,
YR2015,Zambia,ZMB,1100000,1200000,22000,62000,54000,98000,490000,7900,391,6622659,24.7,8112243,7988344,16100587,4184661,6.4,31,58,
YR2015,Zimbabwe,ZWE,1200000,1300000,31000,44000,40000,,,,242,7609559,45.4,8099354,7678097,15777451,391651,10.5,11,72,
YR2015,Latin America & Caribbean,LCN,,,,,,,,,40,305987822,18.78766463,318879695,311856386,631058524,,7.050514141,2.8,81,
