Year_Code,Country_Name,Country_Code,Adults_15_living_HIV,Adults_Children_0_14_15_living_HIV,AIDS_estimated_deaths_UNAIDS,Adults_children_0_14_15_newly_infected_HIV,Adults_15_newly_infected_HIV,Children_0_14_living_with_HIV,Children_orphaned_by_HIV_AIDS,Children_0_14_newly_infected_HIV,Incidence_tuberculosis_per_100000,Labor_force_total,Mortality_traffic_injury_100K,Population_female,Population_male,Population_total,Malaria_cases_reported,Suicide_mortality_per_100K,Tuberculosis_death_per_100K,Tuberculosis_case_detection,Tuberculosis_treatment_success_NewCases
YR2012,Denmark,DNK,,,,,,,,,7,2913576,,2814357,2777215,5591572,,,0.41,87,64
YR2012,Djibouti,DJI,8300,9300,1000,1000,500,1000,7100,200,509,302431,,438642,442543,881185,25,,50,80,31
YR2012,Dominica,DMA,,,,,,,,,11,,,,,72044,,,5.8,87,100
YR2012,Dominican Republic,DOM,69000,72000,3700,2700,2600,2500,52000,100,62,4583079,,5089611,5065339,10154950,952,,6,68,82
YR2012,Ecuador,ECU,28000,28000,1000,,,1000,13000,100,59,6919197,,7707304,7712362,15419666,544,,3.8,60,75
YR2012,El Salvador,SLV,23000,24000,1000,1200,1200,1000,9200,100,37,2689531,,3284057,2937189,6221246,13,,1.6,92,93
YR2012,Equatorial Guinea,GNQ,27000,29000,1300,2700,2200,2400,10000,500,144,526934,,470328,568265,1038593,15169,,7.5,,
YR2012,Eritrea,ERI,14000,16000,1000,500,500,2000,16000,200,106,,,,,,21815,,18,61,87
YR2012,Estonia,EST,,,,,,,,,24,689511,,705732,616964,1322696,,,2.7,83,74
YR2012,Ethiopia,ETH,610000,700000,26000,25000,19000,93000,760000,5800,239,43607101,,46302533,46141650,92444183,1692578,,34,66,91
YR2012,European Union,EUU,,,,,,,,,,244884597,,258014979,247089355,505104334,,,,,
YR2012,Fiji,FJI,500,500,100,,,,,,30,339729,,428230,445366,873596,,,4.2,80,86
YR2012,Finland,FIN,,,,,,,,,5.5,2718304,,2754167,2659804,5413971,,,0.91,87,44
YR2012,France,FRA,160000,160000,1000,6100,6100,500,6900,100,8.6,29937596,,33421720,32238070,65659790,,,0.88,86,
YR2012,French Polynesia,PYF,,,,,,,,,21,113614,,132897,138806,271703,,,1.7,87,85
YR2012,Gabon,GAB,44000,49000,2600,2400,1900,4400,28000,1000,436,536448,,856432,900385,1756817,19753,,55,70,54
YR2012,"Gambia, The",GMB,19000,20000,1000,1400,1200,1500,14000,200,175,751320,,909844,892281,1802125,300363,,20,74,85
YR2012,Georgia,GEO,8600,8700,500,1200,1100,100,1000,100,119,2108813,,2003771,1821229,3825000,0,,6.6,80,85
YR2012,Germany,DEU,,,,,,,,,5.8,41764275,,40946459,39479364,80425823,,,0.46,87,74
YR2012,Ghana,GHA,250000,290000,19000,17000,13000,37000,340000,4000,173,11816109,,12979926,12753123,25733049,3755166,,39,33,84
YR2012,Gibraltar,GIB,,,,,,,,,,,,,,33623,,,,,
YR2012,Greece,GRC,,,,,,,,,5.4,4945645,,5604589,5440422,11045011,,,1,87,
YR2012,Greenland,GRL,,,,,,,,,171,,,,,56810,,,14,87,
YR2012,Grenada,GRD,,,,,,,,,1.1,,,52691,52790,105481,,,0.97,87,100
YR2012,Guam,GUM,,,,,,,,,48,73467,,78777,81196,159973,,,3.9,87,84
YR2012,Guatemala,GTM,40000,41000,1000,2600,2400,1400,8100,500,28,6266333,,7765245,7505811,15271056,5346,,1.8,80,88
YR2012,Guinea,GIN,110000,120000,5000,8600,7000,11000,68000,1600,180,4757593,,5634264,5647205,11281469,317200,,29,55,82
YR2012,Guinea-Bissau,GNB,36000,41000,2300,1900,1300,4600,23000,1000,382,686971,,834092,804047,1638139,50381,,72,30,71
YR2012,Guyana,GUY,6900,7100,200,500,500,500,1100,100,123,308883,,375608,377483,753091,31656,,17,80,65
YR2012,Haiti,HTI,140000,150000,6200,9500,8800,8800,90000,1000,213,4388239,,5201518,5087692,10289210,25423,,22,76,81
YR2012,Honduras,HND,22000,23000,1200,1000,1000,1100,28000,100,48,3573589,,4266679,4238967,8505646,6439,,1.2,82,89
YR2012,Hungary,HUN,,,,,,,,,13,4387094,,5210712,4709650,9920362,,,1.3,87,70
YR2012,Iceland,ISL,,,,,,,,,3.6,187893,,159347,161369,320716,,,3,87,90
YR2012,India,IND,2000000,2100000,96000,96000,80000,,,,234,476809456,,608038155,655027697,1263065852,1067824,,38,44,88
YR2012,Indonesia,IDN,560000,570000,30000,58000,56000,10000,110000,2700,407,120568834,,123391187,125492045,248883232,417819,,42,33,86
YR2012,"Iran, Islamic Rep.",IRN,64000,65000,3800,5500,5300,1000,19000,200,18,25545668,,37890619,38562955,76453574,756,,1.9,80,87
YR2012,Iraq,IRQ,,,,,,,,,45,8099394,,16203292,16573279,32776571,0,,2.4,59,91
YR2012,Ireland,IRL,5500,5500,,500,500,100,1000,100,8.4,2180128,,2306245,2280652,4586897,,,0.58,87,61
YR2012,Isle of Man,IMN,,,,,,,,,,,,,,81406,,,,,
YR2012,Israel,ISR,,,,,,,,,7.6,3641687,,3997503,3912997,7910500,,,0.29,87,81
YR2012,Italy,ITA,130000,130000,,3700,3700,1000,13000,100,6,24957186,,30605836,28933881,59539717,,,0.56,87,
YR2012,Jamaica,JAM,29000,29000,1400,,,1000,15000,100,4.1,1337270,,1428582,1412410,2840992,5,,0.23,80,65
YR2012,Japan,JPN,,,,,,,,,19,65285023,,65232594,62396406,127629000,,,2.8,87,54
YR2012,Jordan,JOR,500,500,100,100,100,,,,5.9,2072191,,3930602,4061971,7992573,,,0.3,80,90
YR2012,Kazakhstan,KAZ,18000,18000,1000,2500,2500,500,3600,100,126,8930920,,8666858,8124567,16791425,,,11,85,86
YR2012,Kenya,KEN,1400000,1500000,49000,78000,64000,160000,1200000,14000,271,16680041,,21951355,21695274,43646629,1453471,,18,81,86
YR2012,Kiribati,KIR,,,,,,,,,406,,,54108,52505,106613,,,20,80,89
YR2012,"Korea, Dem. People’s Rep.",PRK,,,,,,,,,464,15462056,,12705154,12148880,24854034,21850,,51,80,92
YR2012,"Korea, Rep.",KOR,,,,,,,,,94,25898479,,25058260,25141593,50199853,394,,6.1,94,81
YR2012,Kosovo,XKX,,,,,,,,,,,,,,1805200,,,,,
YR2012,Kuwait,KWT,500,500,100,100,100,,,,25,1797436,,1440454,1955102,3395556,,,0.78,87,
YR2012,Kyrgyz Republic,KGZ,6300,6400,500,1000,1000,200,1400,100,140,2512263,,2833345,2773855,5607200,0,,11,79,
YR2012,Lao PDR,LAO,9800,10000,500,1000,1000,1000,2000,100,204,3215021,,3220746,3194423,6415169,46202,,60,31,90
YR2012,Latvia,LVA,6500,6600,500,500,500,100,1700,100,50,1043281,,1102136,932183,2034319,,,3.1,95,87
YR2012,Lebanon,LBN,1800,1800,100,200,200,,,,15,1754667,,2425727,2490677,4916404,,,0.59,87,71
YR2012,Lesotho,LSO,280000,290000,8800,22000,20000,,,,985,873573,,1077146,1012782,2089928,,,55,53,71
YR2012,Liberia,LBR,39000,44000,3200,2700,2200,5400,54000,500,304,1452404,,2076618,2104945,4181563,1407455,,47,63,79
YR2012,Libya,LBY,,,,,,,,,40,2398209,,3049002,3149256,6198258,,,6.8,62,60
YR2012,Liechtenstein,LIE,,,,,,,,,,,,,,36545,,,,,
YR2012,Lithuania,LTU,2500,2500,200,500,500,,,,68,1480657,,1613481,1374292,2987773,,,8.6,80,80
YR2012,Low income,LIC,,,,,,,,,251,249907941,,297862554,293713608,591576162,,,38,54,86
YR2012,Luxembourg,LUX,,,100,100,100,,,100,9.7,255240,,266009,264937,530946,,,0.19,87,
YR2012,"Macao SAR, China",MAC,,,,,,,,,83,350315,,292419,270112,562531,,,6.8,87,88
YR2012,"Macedonia, FYR",MKD,500,500,100,100,100,,,,19,949963,,1037618,1036418,2074036,,,1.5,88,86
YR2012,Madagascar,MDG,21000,23000,1500,2800,2600,1800,17000,500,236,11076742,,11211556,11135017,22346573,359420,,52,49,82
YR2012,Malawi,MWI,850000,990000,37000,49000,38000,140000,850000,11000,294,7117665,,8133132,7964173,16097305,1564984,,19,44,82
YR2012,Malaysia,MYS,110000,110000,8400,7600,7600,500,91000,100,87,13245366,,14110891,15059565,29170456,3662,,7.5,87,78
YR2012,Maldives,MDV,,,,,,,,,40,194363,,170941,214059,385000,,,4.1,80,79
YR2012,Mali,MLI,99000,110000,4800,6300,4600,14000,89000,1700,61,5509347,,8006038,8000632,16006670,886482,,12,56,93
YR2012,Malta,MLT,500,500,100,,,,,,12,181418,,210040,209415,419455,,,0.24,87,24
YR2012,Marshall Islands,MHL,,,,,,,,,345,,,,,52663,,,38,80,86
YR2012,Mauritania,MRT,12000,13000,1000,,,1000,12000,200,121,1068132,,1904645,1925594,3830239,1888,,21,57,68
YR2012,Mauritius,MUS,,,,,,,,,21,580969,,633396,622486,1255882,,,1.3,48,91
YR2012,Mexico,MEX,190000,190000,5700,12000,12000,2500,68000,500,21,53682338,,60682808,60145499,120828307,833,,2,81,80
YR2012,Middle East & North Africa,MEA,,,,,,,,,35,137260024,,195743713,209038734,404782447,,,3,77,83
YR2012,Moldova,MDA,12000,12000,500,1400,1400,200,1800,100,160,1216877,,1847652,1711867,3559519,,,12,67,76
YR2012,Monaco,MCO,,,,,,,,,1.6,,,,,37783,,,0.13,,
YR2012,Mongolia,MNG,500,500,100,100,100,,,,428,1305370,,1419134,1395092,2814226,,,20,34,88
YR2012,Montenegro,MNE,500,500,100,100,100,,,,18,251080,,314606,305995,620601,,,0.16,87,84
YR2012,Morocco,MAR,20000,20000,1000,1400,1400,500,5100,100,103,11807736,,16884834,16448955,33333789,0,,8.4,85,89
YR2012,Mozambique,MOZ,1600000,1800000,83000,140000,110000,220000,1100000,27000,551,11063197,,13185661,12490945,25676606,1813984,,68,34,87
YR2012,Myanmar,MMR,220000,230000,14000,13000,12000,9300,130000,1000,376,28303312,,26098322,24888192,50986514,480586,,49,71,89
YR2012,Namibia,NAM,200000,210000,3800,11000,9700,17000,81000,1400,546,825197,,1166458,1097476,2263934,194,,32,80,85
YR2012,Nauru,NRU,,,,,,,,,67,,,,,10279,,,5.5,,
YR2012,Nepal,NPL,35000,36000,2300,1700,1600,1400,28000,200,161,14893963,,14213340,13436585,27649925,2092,,17,80,91
YR2012,Netherlands,NLD,22000,22000,200,1000,1000,100,1100,100,6.3,8974701,,8431634,8323328,16754962,,,0.21,87,83
YR2012,New Caledonia,NCL,,,,,,,,,17,111848,,127730,131270,259000,,,1.4,87,
YR2012,New Zealand,NZL,,,,,,,,,7.6,2378191,,2241976,2166124,4408100,,,0.23,87,81
YR2012,Nicaragua,NIC,8700,8900,500,500,500,500,7400,100,59,2554515,,2981513,2895595,5877108,1235,,3.5,80,87
YR2012,Niger,NER,47000,54000,3700,2100,1300,6700,77000,1000,105,5718747,,8860638,8870996,17731634,2239858,,19,59,77
YR2012,Nigeria,NGA,2800000,3100000,200000,220000,180000,280000,2700000,40000,339,52229485,,82631478,84665806,167297284,,,94,16,86
YR2012,North America,NAC,,,,,,,,,3.8,177867028,,176324791,172424133,348813722,,,0.19,87,83
YR2012,Norway,NOR,,,,,,,,,7.9,2683060,,2502024,2516549,5018573,,,0.44,87,79
YR2012,Oman,OMN,,,,,,,,,12,1697111,,1303085,2161559,3464644,0,,0.77,87,97
YR2012,Pakistan,PAK,86000,88000,2600,15000,14000,1800,8000,1000,276,61826891,,86491697,91419836,177911533,290781,,28,55,91
YR2012,Palau,PLW,,,,,,,,,22,,,,,20758,,,1.8,87,100
YR2012,Panama,PAN,18000,18000,1000,1200,1200,,,,51,1753691,,1879061,1893877,3772938,844,,5.8,80,80
YR2012,Papua New Guinea,PNG,38000,41000,1700,2700,2200,3300,15000,500,432,3278674,,3651254,3779582,7430836,150195,,61,66,68
YR2012,Paraguay,PRY,16000,17000,1000,1300,1300,500,5700,100,44,3083534,,3141752,3237467,6379219,0,,3.8,87,70
YR2012,Peru,PER,67000,69000,2200,,,1700,46000,100,123,16055398,,15091930,15067036,30158966,31570,,7.1,80,67
YR2012,Philippines,PHL,24000,25000,500,5300,5300,500,1000,100,322,42048305,,47984372,48882270,96866642,7133,,23,70,88
YR2012,Poland,POL,,,,,,,,,21,18253209,,19667525,18395639,38063164,,,1.8,87,60
YR2012,Portugal,PRT,,,,,,,,,27,5382486,,5505184,5009660,10514844,,,2.2,87,78
YR2012,Puerto Rico,PRI,,,,,,,,,2.2,1235988,,1887584,1746904,3634488,,,0.35,87,66
YR2012,Qatar,QAT,100,100,100,100,100,,,,42,1547082,,505493,1604075,2109568,,,0.39,87,
YR2012,Romania,ROU,14000,15000,200,1000,1000,100,1000,100,93,9303739,,10328980,9729055,20058035,,,6.3,87,85
YR2012,Russian Federation,RUS,,,,,,,,,85,76859513,,76764455,66437221,143201676,,,13,87,69
YR2012,Rwanda,RWA,190000,210000,4000,9200,8100,21000,110000,1100,76,5371357,,5503337,5285516,10788853,483470,,7.4,75,84
YR2012,Samoa,WSM,,,,,,,,,13,48296,,91630,97564,189194,,,1.1,87,86
YR2012,San Marino,SMR,,,,,,,,,2.5,,,,,31914,,,0,,
YR2012,Sao Tome and Principe,STP,,,,,,,,,93,61698,,91859,91030,182889,12550,,12,70,70
YR2012,Saudi Arabia,SAU,7200,7400,200,500,500,500,1200,100,14,11277095,,12700554,16385803,29086357,82,,2.5,87,64
YR2012,Senegal,SEN,39000,44000,1800,1500,1000,5200,25000,1000,136,4405981,,6989324,6714189,13703513,281080,,21,65,84
YR2012,Serbia,SRB,2100,2100,100,200,200,,,,24,3040183,,3678758,3520319,7199077,,,1.8,87,84
YR2012,Seychelles,SYC,,,,,,,,,24,,,43289,45014,88303,,,0,87,85
YR2012,Sierra Leone,SLE,56000,60000,2500,,,4400,22000,1000,314,2539590,,3421751,3344352,6766103,1537322,,43,69,90
YR2012,Singapore,SGP,,,,,,,,,50,3014111,,2691369,2621068,5312437,,,1.5,87,75
YR2012,Slovak Republic,SVK,1000,1000,100,100,100,,,,6.8,2720237,,2782478,2625101,5407579,,,0.32,87,88
YR2012,Slovenia,SVN,1000,1000,100,100,100,,,,7.5,1017577,,1037370,1019789,2057159,,,0.78,87,81
YR2012,Small states,SST,,,,,,,,,,16233494,,17653081,18969191,36873246,,,,,
YR2012,Solomon Islands,SLB,,,,,,,,,82,221661,,271366,280165,551531,24383,,9,80,88
YR2012,Somalia,SOM,23000,25000,1900,1900,1600,2600,25000,500,286,3629180,,6398382,6365394,12763776,6817,,73,42,88
YR2012,South Africa,ZAF,6000000,6400000,150000,340000,310000,380000,2100000,25000,892,18985640,,26721034,25785481,52506515.08,5629,,50,69,77
YR2012,South Asia,SAS,,,,,,,,,234,637452556,,811793355,864820933,1676614288,,,38,46,88
YR2012,South Sudan,SSD,180000,190000,14000,16000,14000,17000,120000,2800,146,,,5406540,5411718,10818258,225371,,29,52,52
YR2012,Spain,ESP,130000,130000,,4200,4200,100,9500,100,14,23611720,,23708701,23064354,46773055,,,0.7,87,71
YR2012,Sri Lanka,LKA,2400,2400,100,500,500,,,,66,8172455,,10531391,9893609,20425000,23,,5.9,68,86
YR2012,St. Kitts and Nevis,KNA,,,,,,,,,4.3,,,,,52591,,,2.4,87,100
YR2012,St. Lucia,LCA,,,,,,,,,7,94455,,89063,85772,174835,,,0.67,87,64
YR2012,St. Martin (French part),MAF,,,,,,,,,,,,,,30959,,,,,
YR2012,St. Vincent and the Grenadines,VCT,,,,,,,,,32,54373,,54138,55190,109328,,,3.8,87,
YR2012,Sudan,SDN,46000,48000,2300,5100,4600,2400,18000,1000,103,9912309,,18036252,17953940,35990192,526931,,23,48,75
YR2012,Swaziland,SWZ,180000,200000,4800,12000,11000,18000,89000,1500,1042,387427,,642931,605227,1248158,409,,55,56,72
YR2012,Sweden,SWE,9100,9100,200,1000,1000,100,1400,100,7.1,5089460,,4770694,4748680,9519374,,,0.41,87,83
YR2012,Switzerland,CHE,,,,,,,,,6,4642458,,4050550,3946311,7996861,,,0.29,87,
YR2012,Syrian Arab Republic,SYR,,,,,,,,,19,5480081,,10113998,10306703,20420701,0,,0.11,80,53
YR2012,Tajikistan,TJK,12000,12000,1000,1300,1200,500,4100,100,108,3502209,,3968902,4026160,7995062,18,,3.7,76,83
YR2012,Tanzania,TZA,1200000,1300000,64000,66000,57000,140000,1300000,8600,378,21854095,,24848572,24234425,49082997,215567,,68,34,90
YR2012,Thailand,THA,480000,490000,20000,11000,11000,8300,270000,200,172,40230493,,34643550,33200429,67843979,32569,,12,52,81
YR2012,Timor-Leste,TLS,,,,,,,,,498,259963,,569269,587491,1156760,5211,,75,70,89
YR2012,Togo,TGO,93000,110000,6300,4700,3100,15000,100000,1600,69,3188821,,3443310,3416172,6859482,697374,,9.9,61,86
YR2012,Tonga,TON,,,,,,,,,12,41967,,52365,52586,104951,,,0.99,87,100
YR2012,Trinidad and Tobago,TTO,10000,10000,500,500,500,200,2300,100,23,675279,,678296,663292,1341588,,,1.9,87,63
YR2012,Tunisia,TUN,2000,2100,100,500,500,,,,37,3996469,,5497439,5389229,10886668,,,2.1,80,89
YR2012,Turkey,TUR,,,,,,,,,22,27153513,,37907599,36662268,74569867,0,,1.1,87,88
YR2012,Turkmenistan,TKM,,,,,,,,,81,2272735,,2675574,2592265,5267839,,,9.5,70,84
YR2012,Turks and Caicos Islands,TCA,,,,,,,,,28,,,,,32431,,,0,87,57
YR2012,Tuvalu,TUV,,,,,,,,,222,,,,,10725,,,18,87,70
YR2012,Uganda,UGA,1200000,1300000,52000,84000,68000,180000,1300000,16000,205,15642575,,18265632,18041164,36306796,2662258,,13,62,77
YR2012,Ukraine,UKR,210000,210000,11000,17000,17000,3500,43000,500,101,22715846,,24549634,21043666,45593300,,,16,90,71
YR2012,United Arab Emirates,ARE,,,,,,,,,1.9,6201503,,2287859,6612594,8900453,,,0.54,45,76
YR2012,United Kingdom,GBR,,,,,,,,,15,32683240,,32365605,31334695,63700300,,,0.52,89,80
YR2012,United States,USA,1100000,,,,40000,,,,3.6,158582735,,158813852,155184527,313998379,,,0.17,87,84
YR2012,Upper middle income,UMC,,,,,,,,,88,1316275740,,1240276454,1261512410,2501989805,,,5.5,79,86
YR2012,Uruguay,URY,11000,11000,1000,,,200,3500,100,27,1740449,,1758489,1638288,3396777,,,1.4,87,78
YR2012,Uzbekistan,UZB,,,,,,,,,89,12999614,,14954928,14819572,29774500,0,,13,58,84
YR2012,Vanuatu,VUT,,,,,,,,,65,109681,,121991,125494,247485,3435,,7.6,78,91
YR2012,"Venezuela, RB",VEN,100000,110000,2100,7000,6500,2500,19000,500,27,13611859,,14986923,14906157,29893080,52803,,2.2,80,82
YR2012,Vietnam,VNM,240000,240000,9100,15000,15000,5300,86000,1000,147,52955188,,44921383,43887817,88809200,19638,,20,77,91
YR2012,West Bank and Gaza,PSE,,,,,,,,,0.93,1020913,,1994467,2052434,4046901,,,0.05,80,
YR2012,World,WLD,31800000,34300000,1300000,2100000,1800000,2500000,19100000,250000,150,3275071610,,3516939678,3577669741,7097400665,,,20,55,86
YR2012,"Yemen, Rep.",YEM,7000,7400,500,1000,1000,500,3900,100,48,7083064,,12322343,12587626,24909969,109908,,4.9,82,88
YR2012,Zambia,ZMB,970000,1100000,25000,67000,56000,110000,610000,10000,456,5941617,,7410742,7289195,14699937,,,33,60,85
YR2012,Zimbabwe,ZWE,1200000,1300000,41000,59000,53000,,,,355,7097284,,7551269,7159557,14710826,276963,,15,69,81
YR2012,Latin America & Caribbean,LCN,,,,,,,,,42,291813636,,308396468,301839838,610545003,,,3,81,74
YR2013,Afghanistan,AFG,5600,5800,500,1000,1000,200,3700,100,189,8916157,,15398276,16333412,31731688,39263,,41,53,88
YR2013,Albania,ALB,1100,1200,100,200,200,,,,18,1193017,,1436444,1458648,2895092,,,0.2,89,88
YR2013,Algeria,DZA,10000,11000,500,1000,1000,500,2200,100,68,12036382,,18984388,19354174,38338562,0,,7.4,80,91
YR2013,American Samoa,ASM,,,,,,,,,7.2,,,,,55307,,,0.59,,
YR2013,Andorra,AND,,,,,,,,,7.6,,,,,80788,,,0.62,87,60
YR2013,Angola,AGO,230000,250000,11000,26000,22000,21000,120000,3600,376,9359059,,13265577,12732763,25998340,1999868,,43,66,23
YR2013,Antigua and Barbuda,ATG,,,,,,,,,13,,,50913,46911,97824,,,1.4,87,67
YR2013,Arab World,ARB,,,,,,,,,,126271217,,184306583,197395503,381702086,,,,,
YR2013,Argentina,ARG,110000,110000,2200,5400,5300,1400,19000,100,24,19220374,,21728482,20811443,42539925,0,,1.6,87,51
YR2013,Armenia,ARM,3100,3100,200,500,500,,,,49,1464171,,1536577,1356932,2893509,,,4.7,95,81
YR2013,Aruba,ABW,,,,,,,,,12,,,54060,49127,103187,,,1,87,
YR2013,Australia,AUS,23000,23000,500,1100,1100,100,2700,100,6.2,12192397,,11579915,11537438,23117353,,,0.22,87,85
YR2013,Austria,AUT,,,,,,,,,8.5,4433263,,4335813,4143562,8479375,,,0.8,87,72
YR2013,Azerbaijan,AZE,7500,7600,500,1000,1000,100,1400,100,85,4702039,,4737682,4679119,9416801,0,,0.62,73,82
YR2013,"Bahamas, The",BHS,7500,7600,,,,,,,10,220332,,192673,184567,377240,,,0.28,87,76
YR2013,Bahrain,BHR,500,500,100,100,100,,,,18,726459,,503131,812280,1315411,,,0.47,87,
YR2013,Bangladesh,BGD,10000,11000,1000,1400,1300,500,6400,100,224,67995984,,78018941,79552351,157571292,3864,,49,52,93
YR2013,Barbados,BRB,2400,2400,100,200,200,,,,1.6,152219,,147054,135455,282509,,,0.25,87,100
YR2013,Belarus,BLR,14000,14000,200,2100,2100,100,500,100,61,4854449,,5064597,4401400,9465997,,,6.8,77,87
YR2013,Belgium,BEL,,,,,,,,,9.3,4975992,,5691953,5490864,11182817,,,0.5,87,79
YR2013,Belize,BLZ,3900,4000,200,500,500,200,1000,100,40,157910,,172392,171789,344181,20,,4.4,87,36
YR2013,Benin,BEN,57000,64000,2400,4300,3300,7100,45000,1000,64,4052688,,5025628,4978823,10004451,1078834,,10,59,89
YR2013,Bermuda,BMU,,,,,,,,,0,,,,,65001,,,0,,
YR2013,Bhutan,BTN,,,,,,,,,179,361773,,358543,406418,764961,15,,18,80,91
YR2013,Bolivia,BOL,18000,18000,1100,1000,1000,1000,11000,100,123,5043424,,5190399,5209865,10400264,7342,,3.2,65,85
YR2013,Botswana,BWA,330000,340000,4800,13000,12000,16000,89000,1000,414,1112901,,1076545,1051962,2128507,456,,21,76,73
YR2013,Brazil,BRA,720000,740000,14000,48000,47000,13000,120000,1100,43,103961886,,102809591,99599041,202408632,177767,,2.8,87,72
YR2013,British Virgin Islands,VGB,,,,,,,,,4,,,,,29056,,,0,87,100
YR2013,Brunei Darussalam,BRN,,,,,,,,,59,197026,,196369,209347,405716,,,5.4,87,73
YR2013,Bulgaria,BGR,3300,3400,200,,,,,,29,3377282,,3730296,3534819,7265115,,,2.1,90,85
YR2013,Burkina Faso,BFA,83000,97000,4200,3900,2800,14000,100000,1100,54,7712511,,8584545,8488178,17072723,3769051,,9.3,58,80
YR2013,Burundi,BDI,74000,88000,4300,3500,2300,14000,110000,1300,128,4447067,,4883199,4716987,9600186,4141387,,23,56,91
YR2013,Cabo Verde,CPV,2500,2600,100,,,200,1400,100,143,238345,,261157,258949,520106,22,,5.2,42,88
YR2013,Cambodia,KHM,71000,76000,2400,1000,1000,5000,61000,500,400,8257154,,7697760,7324932,15022692,21309,,61,63,93
YR2013,Cameroon,CMR,520000,570000,29000,33000,27000,52000,310000,5800,235,9319128,,10823872,10831843,21655715,26651,,34,49,82
YR2013,Central African Republic,CAF,120000,130000,9400,9600,8200,12000,120000,1400,359,1985606,,2280048,2219605,4499653,116300,,43,51,70
YR2013,Chad,TCD,97000,110000,4000,5500,4200,13000,70000,1300,151,4879818,,6562028,6571561,13133589,754565,,21,57,74
YR2013,Channel Islands,CHI,,,,,,,,,,81019,,81788,80392,162180,,,,,
YR2013,Chile,CHL,50000,50000,,4300,4200,500,6500,100,16,8487027,,8817171,8645811,17462982,,,2.7,87,47
YR2013,China,CHN,,,,,,,,,72,793347524,,658274452,699105548,1357380000,86,,3,87,95
YR2013,Colombia,COL,120000,120000,4000,6300,6200,1200,54000,100,31,24179129,,24020999,23321982,47342981,51696,,2.1,80,71
YR2013,Comoros,COM,200,200,100,100,100,,,,34,251838,,367609,373891,741500,53156,,8,47,94
YR2013,"Congo, Dem. Rep.",COD,350000,400000,28000,17000,11000,55000,600000,6300,326,27225727,,35775405,35540628,71316033,6715223,,65,48,87
YR2013,"Congo, Rep.",COG,77000,82000,3500,7000,6100,5700,61000,1000,382,1916970,,2374673,2376720,4751393,43232,,42,64,
YR2013,Costa Rica,CRI,11000,12000,200,1000,1000,100,1100,100,11,2227127,,2350526,2355875,4706401,0,,0.94,80,88
YR2013,Cote d'Ivoire,CIV,450000,490000,30000,23000,18000,41000,330000,5100,170,8364604,,10794417,11171895,21966312,2506953,,21,67,80
YR2013,Croatia,HRV,1300,1300,100,100,100,,,,14,1839625,,2205645,2050044,4255689,,,1.3,87,44
YR2013,Cuba,CUB,17000,17000,200,2400,2300,100,1000,100,7.7,5318220,,5699090,5713077,11412167,,,0.42,87,84
YR2013,Curacao,CUW,,,,,,,,,1.5,,,83474,70348,153822,,,0.12,87,0
YR2013,Cyprus,CYP,,,,,,,,,4.1,598898,,572078,571818,1143896,,,0.11,87,50
YR2013,Czech Republic,CZE,2500,2500,100,500,500,,,,5.1,5322380,,5347953,5166319,10514272,,,0.63,87,69
YR2013,Denmark,DNK,,,,,,,,,6.7,2897070,,2824765,2790167,5614932,,,0.4,87,59
YR2013,Djibouti,DJI,8100,9100,1000,1000,500,1000,7000,100,457,311760,,446422,450266,896688,939,,45,80,75
YR2013,Dominica,DMA,,,,,,,,,4.8,,,,,72400,,,4.3,87,100
YR2013,Dominican Republic,DOM,68000,70000,3400,2700,2600,2300,50000,100,60,4673363,,5154751,5126545,10281296,579,,4.8,72,83
YR2013,Ecuador,ECU,29000,29000,1000,,,1000,12000,100,56,7025914,,7829452,7832095,15661547,368,,3.5,60,75
YR2013,El Salvador,SLV,23000,24000,1000,1100,1100,1000,8600,100,39,2749993,,3303305,2947472,6250777,6,,1.8,91,93
YR2013,Equatorial Guinea,GNQ,28000,31000,1200,2500,2100,2400,11000,500,153,552228,,488902,594844,1083746,13129,,7.7,,62
YR2013,Eritrea,ERI,13000,15000,1000,500,500,1900,15000,200,94,,,,,,21317,,17,61,89
YR2013,Estonia,EST,,,,,,,,,22,687862,,702676,615321,1317997,,,1.9,91,87
YR2013,Ethiopia,ETH,620000,700000,25000,27000,22000,84000,690000,4700,224,45116156,,47522714,47365010,94887724,2645454,,36,62,89
YR2013,European Union,EUU,,,,,,,,,,245660414,,258750269,247842188,506592457,,,,,
YR2013,Fiji,FJI,1000,1000,100,,,,,,36,341603,,431612,448103,879715,,,5,80,77
YR2013,Finland,FIN,,,,,,,,,5.6,2691815,,2765440,2673532,5438972,,,0.57,87,53
YR2013,France,FRA,170000,170000,1000,6100,6100,500,6300,100,8.6,29994589,,33586256,32412314,65998570,,,0.89,86,
YR2013,French Polynesia,PYF,,,,,,,,,22,114482,,133884,139644,273528,,,1.8,87,93
YR2013,Gabon,GAB,44000,48000,2200,2300,1900,4200,28000,500,423,559007,,884629,932642,1817271,28982,,50,74,55
YR2013,"Gambia, The",GMB,19000,20000,1000,1400,1200,1600,14000,500,173,776318,,938796,920528,1859324,240792,,21,72,86
YR2013,Georgia,GEO,9300,9400,500,1100,1100,100,1000,100,116,2059906,,1976329,1799671,3776000,0,,5.2,73,80
YR2013,Germany,DEU,,,,,,,,,6,42151284,,41031907,39613698,80645605,,,0.47,87,67
